Player,grupo_posicional,similar_1,score_1,similar_2,score_2,similar_3,score_3,similar_4,score_4,similar_5,score_5,similar_6,score_6,similar_7,score_7,similar_8,score_8,similar_9,score_9,similar_10,score_10,similar_11,score_11,similar_12,score_12,similar_13,score_13,similar_14,score_14,similar_15,score_15
Borja Sánchez Laborde,Extremo izquierdo,Alessandro Cardinali,0.9893,Noah Nsoki,0.9189,Yannik Wagner,0.917,Julien López,0.9116,Jaydon Amauri Banel,0.893,Maycon Cardozo,0.8754,Agustín Albarracín,0.8125,Jadon Sancho,0.7946,Yago Santiago,0.7839,Juan Arango,0.7826,Linus Güther,0.7796,Lluc Castell,0.7731,Jacob Bruun Larsen,0.7608,Wilson Odobert,0.7394,Nicolás González,0.7298
Ruben Vargas,Extremo izquierdo,Bazoumana Touré,0.8143,Alejandro Garnacho,0.7528,Noa Lang,0.7348,Jamie Gittens,0.6703,Moses Simon,0.662,Jack Harrison,0.6555,Raúl Moro,0.6454,Riccardo Sottil,0.6118,Félix Correia,0.6049,Álvaro García,0.6031,Álex Baena,0.5814,Afonso Moreira,0.5711,Vincenzo Grifo,0.5598,Callum Hudson-Odoi,0.5538,Cody Gakpo,0.5414
Álex Baena,Extremo izquierdo,Ander Barrenetxea,0.8459,Abde Rebbach,0.7639,Noa Lang,0.6984,Mathias Pereira Lage,0.6819,Bryan Gil,0.6802,Alieu Fadera,0.652,Bazoumana Touré,0.6412,Tete Morente,0.6253,Patrick Dorgu,0.5991,Ruben Vargas,0.5814,Mathias Honsak,0.5614,Afonso Moreira,0.5451,Nicolò Cambiaghi,0.5353,Thiago Fernández,0.5177,Jamie Gittens,0.5116
Abde Rebbach,Extremo izquierdo,Ander Barrenetxea,0.7774,Álex Baena,0.7639,Mathias Pereira Lage,0.7555,Bryan Gil,0.6811,Ibrahim Osman,0.68,Stephan El Shaarawy,0.6047,Afonso Moreira,0.5873,Thiago Fernández,0.5533,Pathé Mboup,0.5455,Rodrigo Riquelme,0.5383,Patrick Dorgu,0.5246,Cheikh Tidiane Sabaly,0.512,Marco Grüll,0.4776,Ovie Ejaria,0.4603,Nilson Angulo,0.4545
Joel Roca,Extremo izquierdo,Anthony Gordon,0.8464,Ilyas Chaira,0.7002,Adrián Liso,0.6309,Brugui,0.6302,Amine Sbai,0.6148,Assane Diao,0.5706,Alexander Røssing-Lelesiit,0.5658,Jack Grealish,0.5054,Luis Díaz,0.4984,Pere Milla,0.4893,Víctor Muñoz,0.4521,Mattia Zaccagni,0.4463,Jesus Rodríguez,0.4289,Lucas Cepeda,0.4209,Lameck Banda,0.4104
Hugo Álvarez,Extremo izquierdo,Alberto Moleiro,0.9363,Noah Okafor,0.8589,Alimami Gory,0.8032,Jaidon Anthony,0.7956,Yan Diomandé,0.7675,Takumi Minamino,0.7516,Samuel Mbangula,0.7077,Quentin Ndjantou Mbitcha,0.7043,Juanmi,0.6945,Martial Godo,0.6824,Philip Otele,0.6767,Fabio Baldé,0.6745,Jakub Kamiński,0.6464,Williot Swedberg,0.6422,Iñigo Vicente,0.6408
Raphinha,Extremo izquierdo,Marius Bülter,0.9723,Said El Mala,0.9691,Igor Paixão,0.9453,Chris Führich,0.9388,Khvicha Kvaratskhelia,0.9226,Yan Diomandé,0.9156,Marcus Rashford,0.9062,Bradley Barcola,0.8857,Gonçalo Guedes,0.8831,Nico Williams,0.8822,Martial Godo,0.862,Sheraldo Becker,0.85,Kenan Yıldız,0.8378,Ansu Fati,0.8164,Rafael Leão,0.809
Lluc Castell,Extremo izquierdo,Jaydon Amauri Banel,0.9322,Aiman Dardari,0.9166,Maycon Cardozo,0.8802,Romaine Mundle,0.8687,Nicolás González,0.8466,Juan Arango,0.8364,Linus Güther,0.8355,Ibrahim Salah,0.8129,Agustín Albarracín,0.7942,Noah Nsoki,0.7768,Morgan Bokelé Mputu,0.7742,Borja Sánchez Laborde,0.7731,Yago Santiago,0.7651,Jacob Ondrejka,0.7588,Ismaël Gharbi,0.7444
Arnaut Danjuma,Extremo izquierdo,Jean-Luc Dompé,0.8936,Bryan Zaragoza,0.7156,Harvey Barnes,0.6409,Wilson Odobert,0.5423,Robin Hack,0.5301,Víctor Muñoz,0.526,Tidiam Gomis,0.5175,Moses Simon,0.5049,Hugo Bolin,0.5042,Yannik Wagner,0.4685,Linton Maina,0.4549,Kenan Yıldız,0.4543,Marcus Rashford,0.4481,Adil Hamdani,0.4441,Alisson Santos,0.4343
Juan Arango,Extremo izquierdo,Linus Güther,1.0,Yago Santiago,0.9294,Lluc Castell,0.8364,Aiman Dardari,0.8106,Veljko Birmančević,0.8059,Romaine Mundle,0.7948,Ovie Ejaria,0.784,Borja Sánchez Laborde,0.7826,Jacob Ondrejka,0.7556,Noah Nsoki,0.7378,Lucas Michal,0.736,Jaydon Amauri Banel,0.7272,Alessandro Cardinali,0.7226,Cheikh Tidiane Sabaly,0.7092,Julien López,0.7089
Juanmi,Extremo izquierdo,Samuel Mbangula,0.8489,Tidiam Gomis,0.802,Dennis Johnsen,0.7841,Ademola Lookman,0.7813,Takumi Minamino,0.7813,Jaidon Anthony,0.7748,Hugo Álvarez,0.6945,Martin Terrier,0.6943,Ansu Fati,0.6777,Harvey Barnes,0.662,Alberto Moleiro,0.6472,Alimami Gory,0.6398,Martial Godo,0.6256,Said El Mala,0.6187,Yan Diomandé,0.6074
Javi Puado,Extremo izquierdo,Isak Jansson,0.8656,Tom Watson,0.7947,Jeremy Sarmiento,0.6495,Wisdom Mike,0.6484,Alfon,0.6385,Carlos Martín,0.6166,Kaoru Mitoma,0.6048,Anthony Bermont,0.5926,Robin Hack,0.5733,Largie Ramazani,0.533,Pathé Mboup,0.5048,Nilson Angulo,0.5035,Giorgi Abuashvili,0.4685,Linton Maina,0.4576,Kamaldeen Sulemana,0.4555
Raúl Moro,Extremo izquierdo,Jadon Sancho,0.922,Jacob Bruun Larsen,0.8706,Jamie Gittens,0.8477,Riccardo Sottil,0.8015,Moses Simon,0.7718,Jack Harrison,0.7439,Wilson Odobert,0.7278,Caio Henrique Oliveira Silva,0.6942,Yannik Wagner,0.6836,Alejandro Garnacho,0.647,Ruben Vargas,0.6454,Alessandro Cardinali,0.6384,Agustín Albarracín,0.637,Benjamín Domínguez,0.6116,Heorhii Tsitaishvili,0.588
Veljko Birmančević,Extremo izquierdo,Paco Cortés,0.9297,Elias Saad,0.9016,Cheikh Tidiane Sabaly,0.8822,Yago Santiago,0.8553,Carlos Martín,0.8362,Ovie Ejaria,0.8361,Lucas Michal,0.8332,Tom Watson,0.8121,Nilson Angulo,0.8075,Linus Güther,0.8068,Juan Arango,0.8059,Jacob Ondrejka,0.768,Eliesse Ben Seghir,0.7661,Romaine Mundle,0.7525,Coba da Costa,0.7329
Josip Brekalo,Extremo izquierdo,Tadjidine Mmadi,0.9371,Hugo López,0.9161,Dwight McNeil,0.8854,Morgan Bokelé Mputu,0.8672,Romaine Mundle,0.8589,Eliesse Ben Seghir,0.8423,Carlos Martín,0.823,Nilson Angulo,0.8156,Marco Grüll,0.8033,Javier Llabrés,0.8018,Jonathan Rowe,0.7718,Ben Bobzien,0.7634,Paco Cortés,0.7577,Ilyas Azizi,0.7475,Adil Hamdani,0.7294
Nicolás Serrano,Extremo izquierdo,Giorgi Abuashvili,0.7973,Lucas Cepeda,0.7517,Jesse Derry,0.641,Rémi Himbert,0.5497,Víctor Muñoz,0.5476,Javier Llabrés,0.5361,Antonio Nusa,0.5338,Ismaël Gharbi,0.507,Jonathan Rowe,0.4709,Tadjidine Mmadi,0.4625,Matheus Cunha,0.4388,Anthony Bermont,0.4384,Derry Scherhant,0.4282,Rodrigo Riquelme,0.4246,Maxwel Cornet,0.4031
Coba da Costa,Extremo izquierdo,Elias Saad,0.8813,Mathias Pereira Lage,0.8101,Bryan Gil,0.7993,Ibrahim Salah,0.7578,Ovie Ejaria,0.7346,Romaine Mundle,0.7336,Veljko Birmančević,0.7329,Josip Brekalo,0.729,Cheikh Tidiane Sabaly,0.727,Yago Santiago,0.6959,Ismaël Gharbi,0.6867,Paco Cortés,0.6766,Jota Silva,0.6528,Eliesse Ben Seghir,0.6512,Adil Hamdani,0.636
Yago Santiago,Extremo izquierdo,Juan Arango,0.9294,Linus Güther,0.9289,Veljko Birmančević,0.8553,Cheikh Tidiane Sabaly,0.8048,Borja Sánchez Laborde,0.7839,Alessandro Cardinali,0.7697,Lluc Castell,0.7651,Paco Cortés,0.7563,Romaine Mundle,0.7559,Noah Nsoki,0.7547,Ovie Ejaria,0.753,Jadon Sancho,0.7382,Julien López,0.7328,Elias Saad,0.7243,Jacob Bruun Larsen,0.7214
Alfon,Extremo izquierdo,Víctor Muñoz,0.7587,Ansu Fati,0.7369,Alisson Santos,0.7178,Harvey Barnes,0.7137,Matheus Cunha,0.6463,Javi Puado,0.6385,Robin Hack,0.5918,Kenan Yıldız,0.5664,Rio Ngumoha,0.5628,Bradley Barcola,0.5557,Antonio Nusa,0.5088,Largie Ramazani,0.5068,Rafael Leão,0.4974,Vinicius Júnior,0.4838,Giorgi Abuashvili,0.4801
Javier Llabrés,Extremo izquierdo,Jesse Derry,0.9317,Adil Hamdani,0.8266,Anthony Bermont,0.8085,Josip Brekalo,0.8018,Maxwel Cornet,0.8005,Ilyas Azizi,0.7937,Tyrique George,0.7867,Carlos Martín,0.7721,Eliesse Ben Seghir,0.7682,Paco Cortés,0.7575,Jonathan Rowe,0.7567,Tadjidine Mmadi,0.7533,Ismaël Gharbi,0.746,Morgan Bokelé Mputu,0.7105,Wisdom Mike,0.7064
Paco Cortés,Extremo izquierdo,Veljko Birmančević,0.9297,Jacob Ondrejka,0.8743,Carlos Martín,0.8528,Lucas Michal,0.8492,Eliesse Ben Seghir,0.8286,Elias Saad,0.7925,Adil Hamdani,0.7824,Romaine Mundle,0.7716,Tom Watson,0.765,Josip Brekalo,0.7577,Javier Llabrés,0.7575,Yago Santiago,0.7563,Cheikh Tidiane Sabaly,0.7408,Nilson Angulo,0.7267,Ovie Ejaria,0.709
Carlos Martín,Extremo izquierdo,Tom Watson,0.9327,Eliesse Ben Seghir,0.9046,Nilson Angulo,0.8632,Paco Cortés,0.8528,Romaine Mundle,0.8378,Veljko Birmančević,0.8362,Josip Brekalo,0.823,Jacob Ondrejka,0.8166,Elias Saad,0.8009,Javier Llabrés,0.7721,Ovie Ejaria,0.7611,Jeremy Sarmiento,0.7315,Isak Jansson,0.7214,Pathé Mboup,0.7076,Linus Güther,0.6935
Ovie Ejaria,Extremo izquierdo,Cheikh Tidiane Sabaly,0.8838,Elias Saad,0.8793,Danny Loader,0.8445,Nilson Angulo,0.8414,Veljko Birmančević,0.8361,Romaine Mundle,0.833,Bryan Gil,0.8209,Eliesse Ben Seghir,0.8048,Pathé Mboup,0.7934,Linus Güther,0.7863,Juan Arango,0.784,Mathias Pereira Lage,0.7772,Marco Grüll,0.7717,Carlos Martín,0.7611,Yago Santiago,0.753
Lucas Cepeda,Extremo izquierdo,Nicolás Serrano,0.7517,Ilyas Chaira,0.7126,Giorgi Abuashvili,0.7091,Maxwel Cornet,0.6112,Malick Fofana,0.6093,Robin Hack,0.6052,Víctor Muñoz,0.587,Pathé Mboup,0.5309,Assane Diao,0.5215,Isak Jansson,0.5074,Amine Adli,0.5021,Jesse Derry,0.4886,Largie Ramazani,0.4875,Javier Llabrés,0.4788,Derry Scherhant,0.475
Brugui,Extremo izquierdo,Amine Sbai,0.7954,Alexander Røssing-Lelesiit,0.772,Jan Virgili,0.6557,Joel Roca,0.6302,Adrián Liso,0.6301,Lucas Michal,0.595,Anthony Gordon,0.5611,Jacob Ondrejka,0.5312,Veljko Birmančević,0.5304,Bryan Zaragoza,0.504,Paco Cortés,0.4914,Jack Grealish,0.4812,Wilson Odobert,0.4499,Elias Saad,0.4453,Ilyas Chaira,0.4328
Bryan Zaragoza,Extremo izquierdo,Wilson Odobert,0.8085,Maxwel Cornet,0.7625,Jean-Luc Dompé,0.7334,Tyrique George,0.729,Arnaut Danjuma,0.7156,Paco Cortés,0.6958,Adil Hamdani,0.6923,Jacob Bruun Larsen,0.6615,Javier Llabrés,0.6419,Wisdom Mike,0.6367,Jesse Derry,0.6145,Jadon Sancho,0.5825,Gabriel Martinelli,0.5743,Yannik Wagner,0.5704,Lucas Michal,0.5637
Hugo López,Extremo izquierdo,Dwight McNeil,0.9228,Josip Brekalo,0.9161,Tadjidine Mmadi,0.8996,Marco Grüll,0.8687,Caio Henrique Oliveira Silva,0.8309,Morgan Bokelé Mputu,0.8289,Ben Bobzien,0.7899,Romaine Mundle,0.7745,Noah Nsoki,0.7708,Nilson Angulo,0.7575,Julien López,0.7434,Jota Silva,0.6783,Chidera Ejuke,0.6741,Jeremy Sarmiento,0.6692,Ilyas Azizi,0.6682
Ademola Lookman,Extremo izquierdo,Gonçalo Guedes,0.8155,Rafael Leão,0.8149,Martin Terrier,0.8101,Sofiane Diop,0.7882,Juanmi,0.7813,Martial Godo,0.781,Vinicius Júnior,0.7801,Tidiam Gomis,0.7713,Said El Mala,0.7694,Nico Williams,0.744,Derry Scherhant,0.7338,Takumi Minamino,0.7214,Issa Soumaré,0.7194,Cody Gakpo,0.7157,Jaidon Anthony,0.7114
Thiago Fernández,Extremo izquierdo,Jamie Gittens,0.7697,Ibrahim Osman,0.6802,Benjamín Domínguez,0.6683,Bryan Gil,0.6218,Cheikh Tidiane Sabaly,0.6217,Caio Henrique Oliveira Silva,0.5923,Stephan El Shaarawy,0.5796,Raúl Moro,0.5556,Abde Rebbach,0.5533,Jadon Sancho,0.5523,Alejandro Garnacho,0.5351,Ander Barrenetxea,0.5341,Ruben Vargas,0.5302,Álex Baena,0.5177,Dwight McNeil,0.5139
Rodrigo Riquelme,Extremo izquierdo,Tadjidine Mmadi,0.8335,Jonathan Rowe,0.7361,Ibrahim Osman,0.7358,Anthony Bermont,0.7127,Josip Brekalo,0.7011,Dwight McNeil,0.682,Marco Grüll,0.672,Eliesse Ben Seghir,0.6717,Nilson Angulo,0.6403,Hugo López,0.6246,Carlos Martín,0.6055,Javier Llabrés,0.6032,Isak Jansson,0.5951,Jeremy Sarmiento,0.5922,Romaine Mundle,0.5852
Chidera Ejuke,Extremo izquierdo,Jota Silva,0.8328,Ben Bobzien,0.762,Caio Henrique Oliveira Silva,0.7242,Ilyas Azizi,0.711,Morgan Bokelé Mputu,0.6919,Heorhii Tsitaishvili,0.6868,Hugo López,0.6741,Agustín Albarracín,0.6631,Dwight McNeil,0.6525,Tadjidine Mmadi,0.6456,Alejandro Garnacho,0.6373,Jonathan Rowe,0.6316,Ismaël Gharbi,0.6248,Tete Morente,0.6216,Noah Nsoki,0.6208
Tete Morente,Extremo izquierdo,Heorhii Tsitaishvili,0.7565,Simon Adingra,0.7047,Germán Valera,0.6981,Felix Mambimbi,0.6977,Mathias Honsak,0.641,Hugo López,0.6304,Álex Baena,0.6253,Chidera Ejuke,0.6216,Marco Grüll,0.6162,Alieu Fadera,0.5968,Félix Correia,0.5939,Ander Barrenetxea,0.5717,Noa Lang,0.5338,Manor Solomon,0.5323,Caio Henrique Oliveira Silva,0.4852
Antony,Extremo izquierdo,Soriba Diaoune,0.8246,Abde Ezzalzouli,0.7567,Khvicha Kvaratskhelia,0.7482,Luis Díaz,0.7362,Matheus Cunha,0.7353,Lameck Banda,0.7019,Pablo Pagis,0.6848,Igor Paixão,0.6685,Mattia Felici,0.664,Pere Milla,0.6614,Jeremy Doku,0.6405,Largie Ramazani,0.6265,Rio Ngumoha,0.6118,Alieu Njie,0.6067,Yan Diomandé,0.6
Pere Milla,Extremo izquierdo,Kevin Schade,0.9053,Lameck Banda,0.8817,Williot Swedberg,0.765,Luis Díaz,0.7452,Amine Adli,0.7062,Martial Godo,0.6891,Alieu Njie,0.6728,Ilyas Chaira,0.6717,Antony,0.6614,Patrick Dorgu,0.6433,Mattia Felici,0.6423,Emi Buendía,0.6364,Derry Scherhant,0.6317,Abde Ezzalzouli,0.6252,Hamed Junior Traorè,0.6137
Germán Valera,Extremo izquierdo,Nicolò Cambiaghi,0.8775,Tete Morente,0.6981,Thiago Almada,0.6366,Mattia Zaccagni,0.6251,Lameck Banda,0.6024,Alieu Fadera,0.5893,Jack Grealish,0.5872,Yann Gboho,0.5742,Adrián Liso,0.521,Crysencio Summerville,0.5176,Manor Solomon,0.516,Patrick Dorgu,0.5104,Félix Correia,0.4852,Ander Barrenetxea,0.4745,Chidera Ejuke,0.4688
Ilyas Chaira,Extremo izquierdo,Anthony Gordon,0.7879,Lucas Cepeda,0.7126,Joel Roca,0.7002,Malick Fofana,0.6929,Pere Milla,0.6717,Adrián Liso,0.5644,Robin Hack,0.5534,Luis Díaz,0.5378,Lameck Banda,0.5352,Maxwel Cornet,0.5346,Amine Sbai,0.4915,Giorgi Abuashvili,0.4784,Víctor Muñoz,0.4637,Vinicius Júnior,0.4542,Kevin Schade,0.4341
Gonçalo Guedes,Extremo izquierdo,Nico Williams,0.9551,Said El Mala,0.9123,Martial Godo,0.9042,Raphinha,0.8831,Marius Bülter,0.8822,Derry Scherhant,0.8779,Marcus Rashford,0.8471,Armand Lauriente,0.8395,Williot Swedberg,0.8296,Yan Diomandé,0.8179,Ademola Lookman,0.8155,Igor Paixão,0.8124,Vinicius Júnior,0.7956,Allan Saint-Maximin,0.7881,Jaidon Anthony,0.7874
Vinicius Júnior,Extremo izquierdo,Rafael Leão,0.9582,Issa Soumaré,0.896,Said El Mala,0.8819,Malick Fofana,0.8678,Abdallah Sima,0.8609,Nico Williams,0.8269,Khvicha Kvaratskhelia,0.8215,Igor Paixão,0.8104,Marius Bülter,0.8092,Raphinha,0.8,Armand Lauriente,0.7959,Gonçalo Guedes,0.7956,Alieu Njie,0.7901,Martial Godo,0.787,Ademola Lookman,0.7801
Alberto Moleiro,Extremo izquierdo,Hugo Álvarez,0.9363,Noah Okafor,0.9348,Yan Diomandé,0.9025,Alimami Gory,0.8541,Martial Godo,0.851,Takumi Minamino,0.827,Quentin Ndjantou Mbitcha,0.8194,Jaidon Anthony,0.8137,Williot Swedberg,0.8066,Sofiane Diop,0.8062,Bradley Barcola,0.8014,Alieu Njie,0.7939,Martin Terrier,0.7819,Said El Mala,0.7337,Mattia Felici,0.7313
Álvaro García,Extremo izquierdo,Sheraldo Becker,0.7243,Chris Führich,0.7083,Gabriel Martinelli,0.6984,Noa Lang,0.6895,Marius Bülter,0.6536,Vincenzo Grifo,0.6191,Marcus Rashford,0.6166,Ruben Vargas,0.6031,Jakub Kamiński,0.5885,Igor Paixão,0.5827,Raphinha,0.5773,Iñigo Vicente,0.5557,Armand Lauriente,0.5554,Moses Simon,0.5483,Bazoumana Touré,0.497
Álex Berenguer,Extremo izquierdo,Eliesse Ben Seghir,0.1926,Noa Lang,0.1651,Bryan Zaragoza,0.1518,Javi Puado,0.1355,Abde Rebbach,0.1339,Malick Fofana,0.1307,Paco Cortés,0.1304,Veljko Birmančević,0.1146,Anthony Bermont,0.1051,Javier Llabrés,0.1028,Josip Brekalo,0.1015,Álex Baena,0.0935,Thiago Fernández,0.0923,Elias Saad,0.0875,Isak Jansson,0.0837
Abde Ezzalzouli,Extremo izquierdo,Jeremy Doku,0.9251,Pablo Pagis,0.9229,Soriba Diaoune,0.8961,Khvicha Kvaratskhelia,0.8477,Matheus Cunha,0.8344,Derry Scherhant,0.8335,Martial Godo,0.8227,Williot Swedberg,0.8089,Igor Paixão,0.8087,Leandro Trossard,0.7995,Afonso Moreira,0.7986,Mattia Felici,0.7766,Nico Williams,0.7661,Antony,0.7567,Yan Diomandé,0.7555
Marcus Rashford,Extremo izquierdo,Marius Bülter,0.9248,Kenan Yıldız,0.9192,Raphinha,0.9062,Nico Williams,0.903,Chris Führich,0.8986,Armand Lauriente,0.8909,Said El Mala,0.8582,Igor Paixão,0.8563,Sheraldo Becker,0.8474,Gonçalo Guedes,0.8471,Khvicha Kvaratskhelia,0.8455,Allan Saint-Maximin,0.8279,Vinicius Júnior,0.7716,Rafael Leão,0.7636,Malick Fofana,0.7359
Víctor Muñoz,Extremo izquierdo,Alfon,0.7587,Kenan Yıldız,0.705,Antonio Nusa,0.6745,Robin Hack,0.6488,Jesse Derry,0.6455,Assane Diao,0.6034,Alisson Santos,0.5969,Malick Fofana,0.5936,Lucas Cepeda,0.587,Giorgi Abuashvili,0.5609,Harvey Barnes,0.5563,Nicolás Serrano,0.5476,Vinicius Júnior,0.5322,Arnaut Danjuma,0.526,Anthony Gordon,0.4939
Ander Barrenetxea,Extremo izquierdo,Álex Baena,0.8459,Patrick Dorgu,0.8091,Abde Rebbach,0.7774,Afonso Moreira,0.7646,Jean Mattéo Bahoya,0.7417,Bazoumana Touré,0.6458,Noa Lang,0.6443,Iñigo Vicente,0.6376,Alieu Fadera,0.5993,Nicolò Cambiaghi,0.5862,Stephan El Shaarawy,0.5755,Tete Morente,0.5717,Thiago Fernández,0.5341,Bahereba Guirassy,0.5237,Mattia Felici,0.5114
Jan Virgili,Extremo izquierdo,Amine Sbai,0.8447,Jack Grealish,0.7309,Alexander Røssing-Lelesiit,0.7031,Brugui,0.6557,Anthony Gordon,0.5669,Thiago Almada,0.5311,Luis Díaz,0.5199,Adrián Liso,0.4909,Jeremy Sarmiento,0.4469,Wisdom Mike,0.4302,Philip Otele,0.4302,Antony,0.4207,Jesus Rodríguez,0.3843,Joel Roca,0.379,Wilson Odobert,0.3399
Alisson Santos,Extremo izquierdo,Ansu Fati,0.8713,Harvey Barnes,0.8462,Bradley Barcola,0.8122,Robin Hack,0.7504,Giorgi Abuashvili,0.7504,Kenan Yıldız,0.7245,Alfon,0.7178,Chris Führich,0.7143,Raphinha,0.7052,Rio Ngumoha,0.698,Khvicha Kvaratskhelia,0.6963,Said El Mala,0.6568,Matheus Cunha,0.6464,Noah Okafor,0.6392,Martial Godo,0.6273
Agustín Albarracín,Extremo izquierdo,Maycon Cardozo,0.9784,Jaydon Amauri Banel,0.9093,Yannik Wagner,0.8986,Jota Silva,0.8967,Alessandro Cardinali,0.8556,Nicolás González,0.8325,Adil Hamdani,0.8324,Noah Nsoki,0.8297,Ben Bobzien,0.8243,Ibrahim Salah,0.8154,Ilyas Azizi,0.8152,Borja Sánchez Laborde,0.8125,Lluc Castell,0.7942,Ismaël Gharbi,0.7795,Morgan Bokelé Mputu,0.7692
Jacob Ondrejka,Extremo izquierdo,Lucas Michal,0.897,Paco Cortés,0.8743,Aiman Dardari,0.8586,Eliesse Ben Seghir,0.8329,Carlos Martín,0.8166,Romaine Mundle,0.7776,Veljko Birmančević,0.768,Nicolás González,0.7628,Lluc Castell,0.7588,Juan Arango,0.7556,Linus Güther,0.7552,Adil Hamdani,0.7295,Tom Watson,0.7114,Javier Llabrés,0.685,Jaydon Amauri Banel,0.6806
Alieu Fadera,Extremo izquierdo,Crysencio Summerville,0.8602,Felix Mambimbi,0.7864,Amine Adli,0.7763,Simon Adingra,0.7107,Patrick Dorgu,0.7075,Nicolò Cambiaghi,0.7015,Alimami Gory,0.6654,Álex Baena,0.652,Emi Buendía,0.6149,Ander Barrenetxea,0.5993,Tete Morente,0.5968,Germán Valera,0.5893,Livan Burcu,0.5837,Bahereba Guirassy,0.563,Williot Swedberg,0.5334
Jack Harrison,Extremo izquierdo,Callum Hudson-Odoi,0.9218,Félix Correia,0.7718,Alex Iwobi,0.7479,Raúl Moro,0.7439,Jadon Sancho,0.7237,Vincenzo Grifo,0.7191,Caio Henrique Oliveira Silva,0.7168,Jacob Bruun Larsen,0.709,Heorhii Tsitaishvili,0.7008,Moses Simon,0.7,Ruben Vargas,0.6555,Julien López,0.6435,Jamie Gittens,0.6027,Chidera Ejuke,0.5987,Alejandro Garnacho,0.5978
Kamaldeen Sulemana,Extremo izquierdo,Tidiam Gomis,0.7583,Lucas Michal,0.6725,Robin Hack,0.6272,Sheraldo Becker,0.613,Abdallah Sima,0.5993,Rafael Leão,0.5838,Issa Soumaré,0.5494,Gabriel Martinelli,0.544,Vinicius Júnior,0.5437,Kaoru Mitoma,0.5265,Assane Diao,0.4625,Malick Fofana,0.4575,Javi Puado,0.4555,Takumi Minamino,0.4387,Veljko Birmančević,0.4349
Jeremy Sarmiento,Extremo izquierdo,Wisdom Mike,0.853,Anthony Bermont,0.8358,Carlos Martín,0.7315,Josip Brekalo,0.7271,Tom Watson,0.7159,Isak Jansson,0.6832,Nilson Angulo,0.6812,Tadjidine Mmadi,0.6739,Julien López,0.6731,Dwight McNeil,0.6697,Hugo López,0.6692,Javier Llabrés,0.6528,Javi Puado,0.6495,Tyrique George,0.6169,Noah Nsoki,0.6137
Manor Solomon,Extremo izquierdo,Samuel Mbangula,0.8076,Dennis Johnsen,0.7432,Heorhii Tsitaishvili,0.7008,Félix Correia,0.6695,Yann Gboho,0.5915,Callum Hudson-Odoi,0.5854,Jaidon Anthony,0.5654,Tete Morente,0.5323,Germán Valera,0.516,Moses Simon,0.501,Allan Saint-Maximin,0.4905,Juanmi,0.4895,Chidera Ejuke,0.4875,Jeremie Boga,0.4827,Bazoumana Touré,0.4707
Armand Lauriente,Extremo izquierdo,Nico Williams,0.9181,Marcus Rashford,0.8909,Cody Gakpo,0.8824,Marius Bülter,0.874,Igor Paixão,0.8531,Gonçalo Guedes,0.8395,Sheraldo Becker,0.8102,Issa Soumaré,0.7977,Vinicius Júnior,0.7959,Said El Mala,0.7917,Raphinha,0.7869,Abdallah Sima,0.7856,Malick Fofana,0.7843,Khvicha Kvaratskhelia,0.7765,Rafael Leão,0.7547
Kenan Yıldız,Extremo izquierdo,Marcus Rashford,0.9192,Khvicha Kvaratskhelia,0.8659,Raphinha,0.8378,Rio Ngumoha,0.8108,Chris Führich,0.8105,Nico Williams,0.7965,Allan Saint-Maximin,0.7954,Marius Bülter,0.7917,Igor Paixão,0.7713,Harvey Barnes,0.7712,Said El Mala,0.7703,Vinicius Júnior,0.7684,Soriba Diaoune,0.7671,Rafael Leão,0.7323,Armand Lauriente,0.7255
Mattia Felici,Extremo izquierdo,Hamed Junior Traorè,0.8977,Iñigo Vicente,0.8895,Noah Okafor,0.8087,Pablo Pagis,0.7991,Patrick Dorgu,0.7836,Abde Ezzalzouli,0.7766,Soriba Diaoune,0.7621,Bahereba Guirassy,0.7528,Martial Godo,0.7513,Bradley Barcola,0.7508,Igor Paixão,0.7452,Khvicha Kvaratskhelia,0.7394,Williot Swedberg,0.7385,Alberto Moleiro,0.7313,Yan Diomandé,0.7279
Alieu Njie,Extremo izquierdo,Sofiane Diop,0.918,Williot Swedberg,0.8822,Rafael Leão,0.8096,Martial Godo,0.7945,Alberto Moleiro,0.7939,Vinicius Júnior,0.7901,Quentin Ndjantou Mbitcha,0.7874,Takumi Minamino,0.7801,Martin Terrier,0.7681,Emi Buendía,0.7578,Abde Ezzalzouli,0.7526,Matheus Cunha,0.7514,Alimami Gory,0.7422,Said El Mala,0.7361,Yan Diomandé,0.7248
Dennis Johnsen,Extremo izquierdo,Samuel Mbangula,0.9262,Juanmi,0.7841,Callum Hudson-Odoi,0.745,Manor Solomon,0.7432,Allan Saint-Maximin,0.7135,Vincenzo Grifo,0.6883,Félix Correia,0.6779,Martin Terrier,0.6704,Chris Führich,0.6574,Yan Diomandé,0.6505,Jeremie Boga,0.65,Leandro Trossard,0.6372,Harvey Barnes,0.6217,Takumi Minamino,0.6166,Jaidon Anthony,0.6068
